8.381999999999999451e-01,0.000000000000000000e+00,0.000000000000000000e+00
8.381999999999999451e-01,9.891792022997559152e-11,1.079676025067064612e-08
8.381999999999999451e-01,7.911059447167570222e-10,8.634816827733563410e-08
8.381999999999999451e-01,2.669181408511902444e-09,2.913376229599949186e-07
8.381999999999999451e-01,6.325049793869626888e-09,6.903708253866485528e-07
8.381999999999998341e-01,1.234990501521589893e-08,1.347975809957296806e-06
8.381999999999996120e-01,2.133422970411751625e-08,2.328602975487938754e-06
8.381999999999992790e-01,3.386779549425123561e-08,3.696625116314576125e-06
8.381999999999981688e-01,5.053966330637280603e-08,5.516337453397207035e-06
8.381999999999962814e-01,7.193818363328616242e-08,7.851957665423834549e-06
8.381999999999929507e-01,9.865099682481230822e-08,1.076762591991445734e-05
8.381999999999878437e-01,1.312650333727584396e-07,1.432740490432506354e-05
8.381999999999794060e-01,1.703665141958873706e-07,1.859527985715167455e-05
8.381999999999669715e-01,2.165409509248860852e-07,2.363515859903428932e-05
8.381999999999482087e-01,2.703731461873345533e-07,2.951087156386088457e-05
8.381999999999218964e-01,3.324471938926753947e-07,3.628617182987146239e-05
8.381999999998850370e-01,4.033464795171826024e-07,4.402473515076205384e-05
8.381999999998346329e-01,4.836536803889297111e-07,5.279015998678864290e-05
8.381999999997671313e-01,5.739507659727596854e-07,6.264596753587122597e-05
8.381999999996780915e-01,6.748189981552524259e-07,7.365560176469781713e-05
8.381999999995625172e-01,7.868389315296942871e-07,8.588242943982837211e-05
8.381999999994138584e-01,9.105904136810461135e-07,9.938974015879892233e-05
8.381999999992257866e-01,1.046652585470912122e-06,1.142407463812254920e-04
8.381999999989897532e-01,1.195603881322506136e-06,1.304985834599079885e-04
8.381999999986966543e-01,1.358022029505624177e-06,1.482263096719345526e-04
8.381999999983359428e-01,1.534484052421606038e-06,1.674869062497850970e-04
8.381999999978957394e-01,1.725566266888306606e-06,1.883432774124356836e-04
8.381999999973626103e-01,1.931844284425062304e-06,2.108582503964622108e-04
8.381999999967213455e-01,2.153893011537657541e-06,2.350945754871447098e-04
8.381999999959555137e-01,2.392286650003294972e-06,2.611149260495711807e-04
8.381999999950461300e-01,2.647598697155552203e-06,2.889818985597417535e-04
8.381999999939727664e-01,2.920401946169357981e-06,3.187580126356721714e-04
8.381999999927123302e-01,3.211268486345952709e-06,3.505057110684986574e-04
8.381999999912399524e-01,3.520769703397850662e-06,3.842873598535812073e-04
8.381999999895277664e-01,3.849476279733809397e-06,4.201652482216077238e-04
8.381999999875457963e-01,4.197958194743788999e-06,4.582015886696983137e-04
8.381999999852615124e-01,4.566784725083915146e-06,4.984585169925087166e-04
8.381999999826386105e-01,4.956524444961441737e-06,5.409980923133352526e-04
8.381999999796383438e-01,5.367745226419710569e-06,5.858822971152175462e-04
8.381999999762184128e-01,5.801014239623120324e-06,6.331730372720439622e-04
8.381999999723337424e-01,6.256897953142071840e-06,6.829321420796546005e-04
8.381999999679350388e-01,6.735962134237925241e-06,7.352213642869448885e-04
8.381999999629692333e-01,7.238771849147975701e-06,7.901023801269714498e-04
8.381999999573798155e-01,7.765891463370391942e-06,8.476367893480541782e-04
8.381999999511057231e-01,8.317884641949170821e-06,9.078861152448805885e-04
8.381999999440815641e-01,8.895314349759095307e-06,9.709118046896107095e-04
8.381999999362377274e-01,9.498742851790693305e-06,1.036775228162981110e-03
8.381999999274991620e-01,1.012873171343516514e-05,1.105537679785407405e-03
8.381999999177869309e-01,1.078584180076934916e-05,1.177260377348089910e-03
8.381999999070164353e-01,1.147063328084066701e-05,1.252004462344116472e-03
8.381999998950969699e-01,1.218366562195205364e-05,1.329830999999567038e-03
8.381999998819334996e-01,1.292549759394690937e-05,1.410800979304617682e-03
8.381999998674244390e-01,1.369668726849403669e-05,1.494975313044644193e-03
8.381999998514626515e-01,1.449779201937258214e-05,1.582414837831326321e-03
8.381999998339341174e-01,1.532936852275695278e-05,1.673180314133752020e-03
8.381999998147187103e-01,1.619197275750178179e-05,1.767332426309522553e-03
8.381999997936896429e-01,1.708616000542682124e-05,1.864931782635853054e-03
8.381999997707131334e-01,1.801248485160187040e-05,1.966038915340679368e-03
8.381999997456479612e-01,1.897150118463173117e-05,2.070714280633761863e-03
8.381999997183453566e-01,1.996376219694108564e-05,2.179018258737788587e-03
8.381999996886496662e-01,2.098982038505944469e-05,2.291011153919478641e-03
8.381999996563960220e-01,2.205022754990603568e-05,2.406753194520688376e-03
8.381999996214124504e-01,2.314553479707473081e-05,2.526304532989514986e-03
8.381999995835174300e-01,2.427629253711893477e-05,2.649725245911397058e-03
8.381999995425217787e-01,2.544305048583647916e-05,2.777075334040223810e-03
8.381999994982265445e-01,2.664635766455453734e-05,2.908414722329433905e-03
8.381999994504235607e-01,2.788676240041449849e-05,3.043803259963124685e-03
8.381999993988950015e-01,2.916481232665685868e-05,3.183300720387151426e-03
8.381999993434134932e-01,3.048105438290611198e-05,3.326966801340233964e-03
8.381999992837411151e-01,3.183603481545559740e-05,3.474861124885060288e-03
8.381999992196300653e-01,3.323029917755237984e-05,3.627043237439390999e-03
8.381999991508211068e-01,3.466439232968212083e-05,3.783572609807160734e-03
8.381999990770443443e-01,3.613885843985394921e-05,3.944508637209587394e-03
8.381999989980182253e-01,3.765424098388528787e-05,4.109910639316269668e-03
8.381999989134500950e-01,3.921108274568665329e-05,4.279837860276293655e-03
8.381999988230347531e-01,4.080992581754663812e-05,4.454349468749343836e-03
8.381999987264552310e-01,4.245131160041655489e-05,4.633504557936794950e-03
8.381999986233814592e-01,4.413578080419537788e-05,4.817362145612820792e-03
8.381999985134708231e-01,4.586387344801455627e-05,5.005981174155503879e-03
8.381999983963672740e-01,4.763612886052275274e-05,5.199420510577931233e-03
8.381999982717014408e-01,4.945308568017069725e-05,5.397738946559300574e-03
8.381999981390897414e-01,5.131528185549595275e-05,5.600995198476029988e-03
8.381999979981344939e-01,5.322325464540772152e-05,5.809247907432857176e-03
8.381999978484240277e-01,5.517754061947157025e-05,6.022555639293939583e-03
8.381999976895307958e-01,5.717867565819423635e-05,6.240976884713964924e-03
8.381999975210124854e-01,5.922719495330836659e-05,6.464570059169256512e-03
8.381999973424113515e-01,6.132363300805724888e-05,6.693393502988867309e-03
8.381999971532534399e-01,6.346852363747952381e-05,6.927505481385693061e-03
8.381999969530486982e-01,6.566239996869398417e-05,7.166964184487577619e-03
8.381999967412903096e-01,6.790579444118409675e-05,7.411827727368400058e-03
8.381999965174544709e-01,7.019923880708303231e-05,7.662154150079210357e-03
8.381999962810000593e-01,7.254326413145802468e-05,7.918001417679300033e-03
8.381999960313679665e-01,7.493840079259509585e-05,8.179427420267325680e-03
8.381999957679813207e-01,7.738517848228393002e-05,8.446489973012408226e-03
8.381999954902445982e-01,7.988412620610227345e-05,8.719246816185233923e-03
8.381999951975436236e-01,8.243577228370067302e-05,8.997755615189166611e-03
8.381999948892446817e-01,8.504064434908714708e-05,9.282073960591333966e-03
